"ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME",
"ALB","Albany, NY","MEM","Memphis, TN",
"ALB","Albany, NY","LCK","Columbus, OH",
"ALB","Albany, NY","ORD","Chicago, IL",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALB","Albany, NY","IAD","Washington, DC",
"ALB","Albany, NY","EWR","Newark, NJ",
"ALO","Waterloo, IA","MDW","Chicago, IL",
"ALO","Waterloo, IA","CLE","Cleveland, OH",
"ALO","Waterloo, IA","YNG","Youngstown/Warren, OH",
"ALO","Waterloo, IA","YIP","Detroit, MI",
"ALO","Waterloo, IA","ORD","Chicago, IL",
"ALS","Alamosa, CO","DEN","Denver, CO",
"ALW","Walla Walla, WA","SEA","Seattle, WA",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"ALZ","Lazy Bay, AK","A43","Kodiak Island, AK",
"AMA","Amarillo, TX","RNO","Reno, NV",
"AMA","Amarillo, TX","DEN","Denver, CO",
"AMA","Amarillo, TX","LAS","Las Vegas, NV",
"AMA","Amarillo, TX","FOE","Topeka, KS",
"AMA","Amarillo, TX","OMA","Omaha, NE",
"AMA","Amarillo, TX","PHX","Phoenix, AZ",
"AMA","Amarillo, TX","TUS","Tucson, AZ",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","ABI","Abilene, TX",
"AMA","Amarillo, TX","DAL","Dallas, TX",
"AMA","Amarillo, TX","IAH","Houston, TX",
"AMA","Amarillo, TX","HHR","Hawthorne, CA",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"AMA","Amarillo, TX","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","BVU","Beluga, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","ONT","Ontario, CA",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","YIP","Detroit, MI",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","VDZ","Valdez, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","VDZ","Valdez, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","PTH","Port Heiden, AK",
"ANC","Anchorage, AK","CLP","Clarks Point, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","MSP","Minneapolis, MN",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","SBD","San Bernardino, CA",
"ANC","Anchorage, AK","OAK","Oakland, CA",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","KNW","New Stuyahok, AK",
"ANC","Anchorage, AK","KTN","Ketchikan, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","KVL","Kivalina, AK",
"ANC","Anchorage, AK","PSG","Petersburg, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","TEK","Tatitlek, AK",
"ANC","Anchorage, AK","WRG","Wrangell, AK",
"ANC","Anchorage, AK","YAK","Yakutat, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","SDP","Sandpoint, AK",
"ANC","Anchorage, AK","STG","St. George Island, AK",
"ANC","Anchorage, AK","TEK","Tatitlek, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","DUT","Unalaska, AK",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","SNP","St. Paul, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","TKJ","Tok, AK",
"ANC","Anchorage, AK","DEN","Denver, CO",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","KSM","St. Mary's, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","EMK","Emmonak, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","FAR","Fargo, ND",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","SDF","Louisville, KY",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","TOG","Togiak, AK",
"ANC","Anchorage, AK","EMK","Emmonak, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","ILI","Iliamna, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","ANC","Anchorage, AK",
"ANC","Anchorage, AK","UNK","Unalakleet, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","ANI","Aniak, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","SLQ","Sleetmute, AK",
"ANC","Anchorage, AK","MDO","Middleton Island, AK",
"ANC","Anchorage, AK","TLT","Tuluksak, AK",
"ANC","Anchorage, AK","CLP","Clarks Point, AK",
"ANC","Anchorage, AK","TEK","Tatitlek, AK",
"ANC","Anchorage, AK","AIN","Wainwright, AK",
"ANC","Anchorage, AK","SHX","Shageluk, AK",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","ENA","Kenai, AK",
"ANC","Anchorage, AK","HOM","Homer, AK",
"ANC","Anchorage, AK","EWR","Newark, NJ",
"ANC","Anchorage, AK","MEM","Memphis, TN",
"ANC","Anchorage, AK","IND","Indianapolis, IN",
"ANC","Anchorage, AK","GUM","Guam, TT",
"ANC","Anchorage, AK","AFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","HNL","Honolulu, HI",
"ANC","Anchorage, AK","OGG","Kahului, HI",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","KOA","Kona, HI",
"ANC","Anchorage, AK","CDB","Cold Bay, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","ADQ","Kodiak, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","PDX","Portland, OR",
"ANC","Anchorage, AK","HNL","Honolulu, HI",
"ANC","Anchorage, AK","OGG","Kahului, HI",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","PHX","Phoenix, AZ",
"ANC","Anchorage, AK","KOA","Kona, HI",
"ANC","Anchorage, AK","KTN","Ketchikan, AK",
"ANC","Anchorage, AK","CDV","Cordova, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","BRW","Barrow, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","BET","Bethel, AK",
"ANC","Anchorage, AK","OTZ","Kotzebue, AK",
"ANC","Anchorage, AK","OME","Nome, AK",
"ANC","Anchorage, AK","ADK","Adak Island, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SIT","Sitka, AK",
"ANC","Anchorage, AK","JNU","Juneau, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","RDB","Red Dog, AK",
"ANC","Anchorage, AK","SCC","Deadhorse, AK",
"ANC","Anchorage, AK","SEA","Seattle, WA",
"ANC","Anchorage, AK","AKN","King Salmon, AK",
"ANC","Anchorage, AK","FAI","Fairbanks, AK",
"ANC","Anchorage, AK","DLG","Dillingham, AK",
"ANC","Anchorage, AK","GKN","Gulkana, AK",
"ANC","Anchorage, AK","MCG","McGrath, AK",
"ANC","Anchorage, AK","CVG","Cincinnati, OH",
"ANC","Anchorage, AK","MIA","Miami, FL",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","BWI","Baltimore, MD",
"ANC","Anchorage, AK","RFD","Rockford, IL",
"ANC","Anchorage, AK","DFW","Dallas/Fort Worth, TX",
"ANC","Anchorage, AK","ATL","Atlanta, GA",
"ANC","Anchorage, AK","LAX","Los Angeles, CA",
"ANC","Anchorage, AK","LCK","Columbus, OH",
"ANC","Anchorage, AK","HSV","Huntsville, AL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANC","Anchorage, AK","CHS","Charleston, SC",
"ANC","Anchorage, AK","ORD","Chicago, IL",
"ANC","Anchorage, AK","JFK","New York, NY",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","MCG","McGrath, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","SRV","Stony River, AK",
"ANI","Aniak, AK","RDV","Red Devil, AK",
"ANI","Aniak, AK","BET","Bethel, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","SHX","Shageluk, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","TLT","Tuluksak, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","CHU","Chuathbaluk, AK",
"ANI","Aniak, AK","ANV","Anvik, AK",
"ANI","Aniak, AK","ANI","Aniak, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","SLQ","Sleetmute, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","CHU","Chuathbaluk, AK",
"ANI","Aniak, AK","SRV","Stony River, AK",
"ANI","Aniak, AK","OME","Nome, AK",
"ANI","Aniak, AK","ANC","Anchorage, AK",
"ANI","Aniak, AK","KLG","Kalskag, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANI","Aniak, AK","HCR","Holy Cross, AK",
"ANI","Aniak, AK","TLT","Tuluksak, AK",
"ANI","Aniak, AK","KGX","Grayling, AK",
"ANI","Aniak, AK","CKD","Crooked Creek, AK",
"ANI","Aniak, AK","RSH","Russian Mission, AK",
"ANV","Anvik, AK","SHX","Shageluk, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","KGX","Grayling, AK",
"ANV","Anvik, AK","ANI","Aniak, AK",
"ANV","Anvik, AK","OME","Nome, AK",
"AOH","Lima, OH","MDW","Chicago, IL",
"AOO","Altoona, PA","BWI","Baltimore, MD",
"AOO","Altoona, PA","PIT","Pittsburgh, PA",
"AOS","Amook Bay, AK","KZB","Zachar Bay, AK",
"AOS","Amook Bay, AK","A43","Kodiak Island, AK",
"AOS","Amook Bay, AK","KZB","Zachar Bay, AK",
"AOS","Amook Bay, AK","A43","Kodiak Island, AK",
"APA","Denver, CO","SBA","Santa Barbara, CA",
"APC","Napa, CA","HHR","Hawthorne, CA",
"APC","Napa, CA","SUN","Sun Valley/Hailey/Ketchum, ID",
"APF","Naples, FL","PIE","St. Petersburg, FL",
"APF","Naples, FL","FLL","Fort Lauderdale, FL",
"APF","Naples, FL","SDF","Louisville, KY",
"APF","Naples, FL","PBI","West Palm Beach/Palm Beach, FL",
"APN","Alpena, MI","DTW","Detroit, MI",
"APN","Alpena, MI","FNT","Flint, MI",
"ARC","Arctic Village, AK","VEE","Venetie, AK",
"ARC","Arctic Village, AK","VEE","Venetie, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","FAI","Fairbanks, AK",
"ARC","Arctic Village, AK","SCC","Deadhorse, AK",
"ARC","Arctic Village, AK","BTI","Barter Island, AK",
"ARC","Arctic Village, AK","VEE","Venetie, AK",
"ART","Watertown, NY","PHL","Philadelphia, PA",
"ASE","Aspen, CO","ORD","Chicago, IL",
"ASE","Aspen, CO","IAH","Houston, TX",
"ASE","Aspen, CO","DEN","Denver, CO",
"ASE","Aspen, CO","DFW","Dallas/Fort Worth, TX",
"ASE","Aspen, CO","TUL","Tulsa, OK",
"ASE","Aspen, CO","LAX","Los Angeles, CA",
"ASE","Aspen, CO","PHX","Phoenix, AZ",
"ASE","Aspen, CO","SFO","San Francisco, CA",
"ASE","Aspen, CO","ROW","Roswell, NM",
"ASE","Aspen, CO","OKC","Oklahoma City, OK",
"ASE","Aspen, CO","MDW","Chicago, IL",
"ASE","Aspen, CO","PSP","Palm Springs, CA",
"ASE","Aspen, CO","TUS","Tucson, AZ",
"ASE","Aspen, CO","VNY","Van Nuys, CA",
"ASE","Aspen, CO","VNY","Van Nuys, CA",
"ASE","Aspen, CO","RAP","Rapid City, SD",
"ASE","Aspen, CO","DAL","Dallas, TX",
"ASE","Aspen, CO","VNY","Van Nuys, CA",
"ATK","Atqasuk, AK","PIZ","Point Lay, AK",
"ATK","Atqasuk, AK","AIN","Wainwright, AK",
"ATK","Atqasuk, AK","BRW","Barrow, AK",
"ATK","Atqasuk, AK","FAI","Fairbanks, AK",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","AFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","AFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","MKL","Jackson, TN",
"ATL","Atlanta, GA","MIA","Miami, FL",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","DFW","Dallas/Fort Worth, TX",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","CLT","Charlotte, NC",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","DAL","Dallas, TX",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","HOU","Houston, TX",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","AUS","Austin, TX",
"ATL","Atlanta, GA","MDW","Chicago, IL",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","CLE","Cleveland, OH",
"ATL","Atlanta, GA","STL","St. Louis, MO",
"ATL","Atlanta, GA","SAT","San Antonio, TX",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","OMA","Omaha, NE",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","DEN","Denver, CO",
"ATL","Atlanta, GA","LAS","Las Vegas, NV",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","GSP","Greer, SC",
"ATL","Atlanta, GA","MEM","Memphis, TN",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","DAL","Dallas, TX",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","HOU","Houston, TX",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","LGA","New York, NY",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","AUS","Austin, TX",
"ATL","Atlanta, GA","MDW","Chicago, IL",
"ATL","Atlanta, GA","MCI","Kansas City, MO",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","DCA","Washington, DC",
"ATL","Atlanta, GA","RSW","Fort Myers, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","OKC","Oklahoma City, OK",
"ATL","Atlanta, GA","LIT","Little Rock, AR",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","SAV","Savannah, GA",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","CVG","Cincinnati, OH",
"ATL","Atlanta, GA","ORD","Chicago, IL",
"ATL","Atlanta, GA","IAH","Houston, TX",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","CVG","Cincinnati, OH",
"ATL","Atlanta, GA","MOB","Mobile, AL",
"ATL","Atlanta, GA","CMH","Columbus, OH",
"ATL","Atlanta, GA","EWR","Newark, NJ",
"ATL","Atlanta, GA","ONT","Ontario, CA",
"ATL","Atlanta, GA","JAX","Jacksonville, FL",
"ATL","Atlanta, GA","BWI","Baltimore, MD",
"ATL","Atlanta, GA","IND","Indianapolis, IN",
"ATL","Atlanta, GA","RDU","Raleigh/Durham, NC",
"ATL","Atlanta, GA","PHL","Philadelphia, PA",
"ATL","Atlanta, GA","MSY","New Orleans, LA",
"ATL","Atlanta, GA","PIT","Pittsburgh, PA",
"ATL","Atlanta, GA","IAD","Washington, DC",
"ATL","Atlanta, GA","BDL","Hartford, CT",
"ATL","Atlanta, GA","BNA","Nashville, TN",
"ATL","Atlanta, GA","ECP","Panama City, FL",
"ATL","Atlanta, GA","STX","Christiansted, VI",
"ATL","Atlanta, GA","SDF","Louisville, KY",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","PNS","Pensacola, FL",
"ATL","Atlanta, GA","MCO","Orlando, FL",
"ATL","Atlanta, GA","CHS","Charleston, SC",
"ATL","Atlanta, GA","PBI","West Palm Beach/Palm Beach, FL",
"ATL","Atlanta, GA","RIC","Richmond, VA",
"ATL","Atlanta, GA","SAV","Savannah, GA",
"ATL","Atlanta, GA","TPA","Tampa, FL",
"ATL","Atlanta, GA","SLC","Salt Lake City, UT",
"ATL","Atlanta, GA","MSP","Minneapolis, MN",
"ATL","Atlanta, GA","SEA","Seattle, WA",
"ATL","Atlanta, GA","LAX","Los Angeles, CA",
"ATL","Atlanta, GA","FLL","Fort Lauderdale, FL",
"ATL","Atlanta, GA","PHX","Phoenix, AZ",
"ATL","Atlanta, GA","JFK","New York, NY",
"ATL","Atlanta, GA","MCO","Orlando, FL",
